# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 29 06:38:00 2018
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  and koi_period < 16
# CONSTRAINT:  and koi_prad > 4
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1364,11673802,K01894.01,Kepler-1004 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.287907540,135.3611900,0.4740,8.52740,3.4390e+02,7.10,1661.0,1802.31,90.60,1,q1_q17_dr25_tce,4994.00,3.433,3.8180,297.359280,49.797550,13.427
2714,8554498,K00005.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.780327581,132.9740860,0.9520,2.02530,9.6080e+02,7.14,1441.0,1020.05,380.80,1,q1_q17_dr25_tce,5937.00,4.012,1.7870,289.739720,44.647419,11.665
1191,12120943,K01458.01,,CANDIDATE,CANDIDATE,0.9780,0,0,0,0,8.981284720,354.8304200,0.2940,5.03970,4.9240e+03,7.19,898.0,153.36,76.60,1,q1_q17_dr25_tce,5977.00,4.473,1.0220,296.571530,50.677849,15.703
1111,11904734,K01764.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,12.681733929,132.6825190,0.9290,1.68660,5.8791e+03,7.25,601.0,30.84,102.80,1,q1_q17_dr25_tce,4976.00,4.577,0.7010,286.052800,50.256592,15.303
5444,6507433,K03815.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.742552100,133.1375500,0.8510,1.11000,3.5830e+03,7.27,1159.0,426.49,10.90,1,q1_q17_dr25_tce,6161.00,4.454,1.0530,286.508760,41.922741,15.432
8218,6628926,K06746.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,2.564012541,134.2733914,0.1660,0.94330,2.5519e+03,7.27,1720.0,2065.56,5.30,1,q1_q17_dr25_tce,6274.00,4.139,1.4280,297.622990,42.098820,14.121
3259,5683743,K00412.01,Kepler-546 b,CONFIRMED,CANDIDATE,0.9220,0,0,0,0,4.147021189,170.3258350,0.2550,2.89970,3.6807e+03,7.31,1258.0,590.84,421.20,1,q1_q17_dr25_tce,5818.00,4.266,1.2050,283.257600,40.990501,14.288
5236,5008245,K03770.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,2.607208330,131.8484400,0.6440,2.64520,3.1497e+03,7.31,1561.0,1403.43,185.30,1,q1_q17_dr25_tce,6366.00,4.352,1.2360,290.936710,40.124920,14.103
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.895936525,170.5275520,0.5240,2.31110,8.5448e+03,7.34,1005.0,241.62,370.80,1,q1_q17_dr25_tce,5557.00,4.592,0.7740,294.655240,39.308361,15.725
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.611904345,180.8922840,0.5500,5.14970,6.1056e+03,7.40,753.0,76.15,277.20,1,q1_q17_dr25_tce,5795.00,4.508,0.9190,289.112210,51.737381,15.140
783,4076098,K01323.01,Kepler-817 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.990105908,355.8408370,0.5820,2.41080,6.1549e+03,7.45,1124.0,378.53,247.80,1,q1_q17_dr25_tce,5926.00,4.519,0.9130,296.081850,39.161621,15.572
357,3218908,K01108.03,Kepler-770 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.152461180,134.5799100,0.6390,2.57550,2.2340e+02,7.62,1941.0,3354.56,24.50,4,q1_q17_dr25_tce,4941.00,3.317,4.8850,286.490420,38.374908,14.604
8438,8216763,K04838.02,,CANDIDATE,CANDIDATE,0.8040,0,0,0,0,6.333423090,133.7198000,1.1010,3.46000,1.2330e+02,7.62,625.0,36.11,7.50,3,q1_q17_dr25_tce,4352.00,4.671,0.6130,284.268590,44.197540,15.073
85,3115833,K00797.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,10.181584004,177.1418910,0.9200,3.50890,5.7411e+03,7.73,812.0,102.91,183.60,1,q1_q17_dr25_tce,5988.00,4.541,0.8360,291.281950,38.241669,15.657
7883,10670112,K07360.01,,CANDIDATE,CANDIDATE,,0,0,0,0,4.095358500,135.7884000,1.0194,44.35000,2.2680e+02,7.76,1680.0,1884.15,60.20,1,q1_q17_dr24_tce,6839.00,4.094,1.7000,293.669280,47.906689,13.543
1353,6305192,K00219.01,Kepler-494 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.025118521,132.4691330,0.4540,5.36940,3.1204e+03,7.79,1093.0,336.73,373.00,1,q1_q17_dr25_tce,6002.00,4.196,1.3690,297.214080,41.664040,14.153
1342,7046804,K00205.01,Kepler-492 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,11.720123999,142.1739990,0.6230,3.00390,9.7633e+03,7.94,660.0,44.89,707.30,1,q1_q17_dr25_tce,5215.00,4.564,0.7700,295.496670,42.537891,14.518
1539,5731623,K01793.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.261759866,131.7788580,0.9490,1.75930,3.8761e+03,8.01,1262.0,599.54,190.40,1,q1_q17_dr25_tce,6131.00,4.497,0.9450,298.316740,40.996101,15.280
4190,8332521,K04567.01,,CANDIDATE,CANDIDATE,0.9880,0,0,0,0,14.744260000,135.0400000,1.0630,8.16800,1.1360e+02,8.10,784.0,89.04,11.90,2,q1_q17_dr25_tce,6146.00,4.454,0.9870,301.562840,44.240391,13.775
4711,5695615,K04756.01,,CANDIDATE,CANDIDATE,0.9780,0,0,0,0,5.416930300,133.7916000,1.0550,7.51200,1.0950e+02,8.17,1173.0,447.24,11.30,1,q1_q17_dr25_tce,6355.00,4.410,1.1080,288.610570,40.924740,15.411
149,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,10.526294577,176.5224620,0.6440,2.52110,9.7680e+03,8.24,713.0,61.16,482.30,1,q1_q17_dr25_tce,5386.00,4.553,0.7930,293.878110,41.661770,15.305
345,11013201,K00972.01,,CANDIDATE,CANDIDATE,0.6320,0,0,0,0,13.118962443,261.5394340,0.0420,4.30450,3.7220e+02,8.25,1768.0,2310.43,267.40,1,q1_q17_dr25_tce,7221.00,3.488,4.2400,282.000310,48.542221,9.275
843,9643874,K01457.01,Kepler-856 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.027681123,360.1713550,0.4950,3.09420,8.7254e+03,8.43,824.0,109.35,461.50,1,q1_q17_dr25_tce,5569.00,4.546,0.8870,289.603820,46.314949,15.570
344,3749365,K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,1.973760850,178.6894194,0.3370,1.82542,3.0222e+04,8.78,753.0,76.10,1252.50,1,q1_q17_dr25_tce,3807.00,4.762,0.5030,292.068300,38.842270,15.715
1518,10158418,K01784.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,5.007414194,135.0240660,0.9260,1.35840,4.4139e+03,8.80,1114.0,363.75,196.60,1,q1_q17_dr25_tce,5957.00,4.417,1.0420,297.646060,47.167488,13.592
227,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.098889060,176.6237310,0.0180,4.20241,6.9111e+03,8.95,986.0,223.19,435.90,1,q1_q17_dr25_tce,6214.00,4.442,1.0760,282.699520,43.272739,15.261
130,5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.040330460,169.9490106,0.7360,1.84110,1.0859e+04,8.99,1021.0,257.29,568.20,1,q1_q17_dr25_tce,5035.00,4.519,0.7910,299.316100,40.822380,15.028
842,7832356,K01456.01,Kepler-855 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.886632468,360.5141320,0.0480,5.21470,6.3312e+03,8.99,996.0,232.07,392.30,1,q1_q17_dr25_tce,5847.00,4.304,1.1350,295.095000,43.537579,15.014
1480,6849046,K00201.01,Kepler-491 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,4.225384543,137.5606891,0.0740,2.82038,7.5630e+03,9.00,1111.0,360.46,1457.80,1,q1_q17_dr25_tce,5574.00,4.403,1.0540,287.130580,42.350151,14.014
763,4164994,K01320.01,Kepler-816 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.506829780,360.0821520,0.4070,3.77690,1.3356e+04,9.01,668.0,47.21,343.40,1,q1_q17_dr25_tce,5127.00,4.589,0.7820,293.362850,39.212448,15.950
1394,11046458,K00214.01,Kepler-424 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.311864148,131.7427761,0.9050,1.40490,5.9765e+03,9.06,1116.0,365.94,448.20,1,q1_q17_dr25_tce,5461.00,4.499,0.9370,298.624880,48.577450,14.256
3326,4742414,K00631.01,Kepler-628 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,15.458056682,173.7824540,0.0500,8.79536,4.2532e+03,9.11,871.0,136.40,1055.90,1,q1_q17_dr25_tce,5868.00,4.169,1.4070,290.449280,39.854801,13.398
8351,8265520,K07005.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.208918100,136.6828000,0.6977,2.29200,1.6640e+03,9.20,1378.0,853.50,8.40,1,q1_q17_dr24_tce,5548.00,3.797,2.1130,301.217250,44.133430,16.984
462,8260218,K01066.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.714817603,355.0083100,0.0960,3.14126,1.2295e+04,9.29,943.0,187.27,537.70,1,q1_q17_dr25_tce,5695.00,4.526,0.8420,299.786320,44.169540,15.623
6729,7377343,K05384.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.954457790,135.4846200,0.0210,4.60120,6.2694e+03,9.50,1064.0,303.36,228.40,1,q1_q17_dr25_tce,6217.00,4.306,1.1960,295.908910,42.988209,14.406
270,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.491682808,174.6335530,0.5350,4.30100,7.1633e+03,9.66,1062.0,301.54,502.30,1,q1_q17_dr25_tce,6123.00,4.413,1.1070,285.554810,45.578861,15.649
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.625522174,170.8266564,0.0760,2.38963,7.9690e+03,9.73,1579.0,1467.41,799.70,1,q1_q17_dr25_tce,5539.00,4.322,1.1060,293.871920,38.422939,15.001
3473,6309763,K00611.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.251659087,171.0604906,0.9380,1.52860,4.7479e+03,9.83,1384.0,865.87,466.20,1,q1_q17_dr25_tce,6367.00,4.419,1.0870,298.294040,41.683800,14.022
3543,10264660,K00098.01,Kepler-14 b,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,6.790120801,138.0881990,0.4860,6.04370,2.3023e+03,9.86,1434.0,998.97,526.10,1,q1_q17_dr25_tce,6372.00,3.954,2.0010,287.708830,47.333050,12.128
5203,6525946,K02093.03,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,0.496069986,132.2813800,0.2690,1.55680,1.2880e+02,10.00,6285.0,369989.68,22.10,3,q1_q17_dr25_tce,5096.00,2.435,8.7690,292.954160,41.934799,15.357
1538,9410930,K00196.01,Kepler-41 b,CONFIRMED,CANDIDATE,1.0000,0,1,0,0,1.855557556,137.1810280,0.5540,2.35672,1.0570e+04,10.05,1436.0,1004.89,1853.80,1,q1_q17_dr25_tce,5657.00,4.441,0.9470,294.513240,45.981640,14.465
1048,5357901,K00188.01,Kepler-425 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,3.797018259,133.5087760,0.3210,2.26080,1.4431e+04,10.07,982.0,219.64,1549.00,1,q1_q17_dr25_tce,5167.00,4.527,0.8480,290.358030,40.567741,14.741
3495,6752502,K00667.01,,CANDIDATE,CANDIDATE,0.0010,0,0,0,0,4.305219002,170.4531540,0.6260,2.68450,9.7386e+03,10.34,1119.0,370.84,205.80,1,q1_q17_dr25_tce,5780.00,4.438,1.0000,282.154910,42.234547,13.826
2694,7051180,K00064.01,,CANDIDATE,CANDIDATE,1.0000,0,1,0,0,1.951082219,157.5431600,0.9250,1.69750,1.1518e+03,10.35,2005.0,3822.26,30.10,1,q1_q17_dr25_tce,5302.00,3.768,2.4260,296.510590,42.547440,13.143
296,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.578780566,134.0304187,0.0790,2.91089,1.1382e+04,10.43,1145.0,406.60,1838.40,1,q1_q17_dr25_tce,5524.00,4.421,0.9940,289.607970,44.345421,13.938
226,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.884922995,169.9916860,0.0690,2.07004,1.6053e+04,10.51,770.0,83.21,388.20,1,q1_q17_dr25_tce,5332.00,4.500,0.8430,291.137600,36.577381,15.264
252,8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,4.082274889,169.6375652,0.0930,3.23015,1.7859e+04,10.55,1016.0,251.48,1669.10,1,q1_q17_dr25_tce,5655.00,4.581,0.7940,284.830470,44.658138,15.198
266,8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.708326451,171.4465070,0.0610,3.16114,7.9127e+03,10.60,1162.0,431.02,633.40,1,q1_q17_dr25_tce,5560.00,4.246,1.2100,298.635650,44.170940,15.113
2018,5794240,K00254.01,Kepler-45 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,2.455240626,170.8217620,0.1440,1.72722,3.6912e+04,10.60,730.0,67.30,1341.60,1,q1_q17_dr25_tce,3793.00,4.697,0.5680,292.872890,41.064270,15.979
4985,5531953,K01681.03,,CANDIDATE,CANDIDATE,0.9440,0,0,0,0,3.531058350,134.3171000,1.2130,1.77800,3.1080e+02,10.61,558.0,22.83,11.70,4,q1_q17_dr25_tce,3638.00,4.844,0.4200,291.285000,40.730049,15.855
307,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,4.942783419,136.3294353,0.5660,3.25346,1.1145e+04,10.62,1008.0,244.42,2040.70,1,q1_q17_dr25_tce,5514.00,4.459,0.9780,296.200590,49.140121,13.758
608,7778437,K00131.01,Kepler-471 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.014234733,133.1742890,0.0660,4.58900,6.5360e+03,10.63,1308.0,692.13,794.30,1,q1_q17_dr25_tce,6490.00,4.320,1.3070,299.097530,43.497589,13.797
4333,7833305,K04528.01,,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,8.312244740,139.6770600,1.1110,2.66300,7.0800e+01,10.63,801.0,97.64,12.20,1,q1_q17_dr25_tce,5421.00,4.483,0.8160,295.374760,43.500431,13.019
1443,3338885,K01845.02,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.058213380,135.7024540,1.0040,1.13200,7.4830e+02,10.69,1168.0,439.80,43.20,2,q1_q17_dr25_tce,4883.00,3.972,1.6670,290.548550,38.495281,14.438
1272,6696462,K01693.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.403743926,137.2325740,1.0750,1.50170,8.1590e+02,10.77,1101.0,346.98,59.50,1,q1_q17_dr25_tce,5596.00,4.533,0.8530,293.259160,42.126629,14.980
1187,5972334,K00191.01,Kepler-487 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,15.358767771,132.3850850,0.4870,4.12230,1.4638e+04,10.89,662.0,45.46,812.60,1,q1_q17_dr25_tce,5422.00,4.484,0.8870,295.287230,41.221958,14.991
1426,3762468,K00208.01,Kepler-493 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.003879547,134.7098740,0.3380,3.28480,8.5380e+03,10.96,1438.0,1011.87,80.80,1,q1_q17_dr25_tce,6311.00,4.398,1.1720,295.307530,38.881641,14.996
124,5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.375623690,173.6140200,0.6920,3.31690,1.5337e+04,11.01,600.0,30.54,166.00,1,q1_q17_dr25_tce,4986.00,4.496,0.8330,283.253540,40.358189,16.422
8117,9944201,K07259.01,,CANDIDATE,CANDIDATE,0.7050,0,1,0,0,0.721522907,131.7091421,0.8310,1.45210,2.2528e+04,11.04,1475.0,1115.99,815.30,1,q1_q17_dr25_tce,4893.00,4.634,0.6250,288.490910,46.804989,15.069
3457,5441980,K00607.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.893991420,173.4859730,0.8670,1.27370,1.0993e+04,11.16,940.0,185.03,252.50,1,q1_q17_dr25_tce,5713.00,4.541,0.8930,289.809080,40.615841,14.377
3490,7368664,K00614.01,Kepler-434 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.874712426,170.0224990,0.9320,2.24910,3.8607e+03,11.26,926.0,173.50,218.50,1,q1_q17_dr25_tce,5963.00,4.218,1.4240,293.586360,42.928909,14.517
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.594745374,170.6483505,0.5140,1.96040,1.5044e+04,11.30,1539.0,1329.42,1009.30,1,q1_q17_dr25_tce,5934.00,4.491,0.8930,285.213810,39.027481,15.530
1171,11502867,K00195.01,Kepler-426 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.217518511,133.6320632,0.6380,2.11481,1.4319e+04,11.38,1185.0,464.73,1287.40,1,q1_q17_dr25_tce,5720.00,4.473,0.9030,289.434630,49.473400,14.835
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,3.525632539,170.0479951,0.1200,2.59959,2.2335e+04,11.58,975.0,213.12,1996.70,1,q1_q17_dr25_tce,5150.00,4.572,0.7930,290.581730,40.577400,15.224
2950,9115800,K00421.01,Kepler-548 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.454194254,172.8202233,0.4790,2.30610,1.6042e+04,11.76,1017.0,252.22,1022.20,1,q1_q17_dr25_tce,5359.00,4.425,0.9150,299.905910,45.439678,14.995
1284,5475431,K01546.01,,CANDIDATE,CANDIDATE,0.7330,0,0,0,0,0.917568975,133.9324190,0.6670,2.06540,1.5805e+04,11.92,1748.0,2197.57,128.10,1,q1_q17_dr25_tce,5713.00,4.541,0.8930,298.513700,40.639622,14.456
3318,10221013,K00728.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.189379172,170.1177830,0.9080,2.03510,8.1264e+03,11.94,1026.0,261.94,288.50,1,q1_q17_dr25_tce,6214.00,4.442,1.0760,296.642300,47.230331,15.356
216,7380537,K00883.01,,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,2.688899233,170.1020904,0.0010,2.11275,3.7492e+04,12.04,929.0,175.76,1011.60,1,q1_q17_dr25_tce,4820.00,4.667,0.6390,296.683070,42.967869,15.766
507,10272640,K01074.01,Kepler-762 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.770551475,357.1183600,0.0530,3.80770,1.2440e+04,12.05,1302.0,679.75,100.80,1,q1_q17_dr25_tce,6322.00,4.426,1.0750,291.275630,47.329491,15.439
415,9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.024092505,132.4168573,0.4240,2.80210,7.7650e+03,12.14,1489.0,1162.54,1225.30,1,q1_q17_dr25_tce,6063.00,4.261,1.3580,285.240840,46.668251,13.958
38,11138155,K00760.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.959319244,172.2585292,0.8310,2.22739,9.8020e+03,12.21,1103.0,349.40,696.50,1,q1_q17_dr25_tce,5712.00,4.359,1.0820,292.167050,48.727589,15.263
46,11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.816504904,170.9676846,0.1050,2.50587,1.6814e+04,12.21,1219.0,521.13,1406.80,1,q1_q17_dr25_tce,5532.00,4.452,0.9550,297.015470,49.225288,15.052
5156,6525946,K02093.02,,CANDIDATE,CANDIDATE,0.9800,0,0,0,0,2.508116000,133.9849700,0.4720,2.50400,1.8810e+02,12.28,3662.0,42618.46,18.30,2,q1_q17_dr25_tce,5096.00,2.435,8.7690,292.954160,41.934799,15.357
1609,9305831,K00204.01,Kepler-44 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.246732048,133.3791650,0.4750,3.05350,6.9982e+03,12.40,1459.0,1072.70,775.00,1,q1_q17_dr25_tce,5763.00,4.150,1.4570,300.102360,45.762138,14.678
1283,5282049,K01545.01,,CANDIDATE,CANDIDATE,0.9260,0,1,0,0,5.910371418,360.2852478,0.0650,3.88962,1.7219e+04,12.62,1053.0,290.83,990.30,1,q1_q17_dr25_tce,6200.00,4.488,0.9580,293.836880,40.410450,15.169
1115,9631995,K00022.01,Kepler-422 b,CONFIRMED,CANDIDATE,0.9880,0,0,0,0,7.891448838,177.2499624,0.3060,4.28540,1.0345e+04,12.63,1028.0,263.54,1955.10,1,q1_q17_dr25_tce,5972.00,4.313,1.2370,282.629670,46.323360,13.435
1161,9651668,K00183.01,Kepler-423 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,2.684328541,133.3548095,0.0760,2.69382,1.8136e+04,12.73,1265.0,603.57,2833.10,1,q1_q17_dr25_tce,5561.00,4.411,0.9560,292.855740,46.391178,14.290
5211,7017372,K03689.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.240883670,136.0287700,0.6500,3.36560,8.5312e+03,12.74,1320.0,716.85,385.70,1,q1_q17_dr25_tce,6452.00,4.241,1.3050,285.971800,42.545712,14.014
1576,9595827,K00217.01,Kepler-71 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.905081685,133.4150433,0.1310,2.82130,2.1340e+04,12.78,1046.0,282.59,1315.80,1,q1_q17_dr25_tce,5543.00,4.540,0.8870,294.865510,46.285851,15.127
1121,5376836,K00182.01,,CANDIDATE,CANDIDATE,0.8760,0,1,0,0,3.479425638,136.7971720,0.6120,3.44790,1.9550e+04,12.86,1166.0,435.85,123.30,1,q1_q17_dr25_tce,5907.00,4.519,0.8780,295.671300,40.599060,14.041
1286,12019440,K00186.01,Kepler-485 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,3.243259880,133.6690203,0.1170,3.03318,1.6451e+04,12.91,1243.0,563.17,1586.20,1,q1_q17_dr25_tce,5823.00,4.438,1.0130,294.996310,50.470058,14.952
2110,3861595,K00004.01,,CANDIDATE,CANDIDATE,1.0000,0,1,0,0,3.849371737,157.5266860,0.9150,2.63200,1.2986e+03,12.94,2034.0,4055.29,132.70,1,q1_q17_dr25_tce,6244.00,3.657,2.9920,294.356540,38.947380,11.432
11,11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.8110,0,0,0,0,2.470613377,122.7633050,0.8180,1.74319,1.4231e+04,13.04,1339.0,761.46,4304.30,1,q1_q17_dr25_tce,5820.00,4.457,0.9640,286.808470,49.316399,11.338
959,10874614,K00017.01,Kepler-6 b,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,3.234699282,121.4865708,0.0790,3.59385,1.0559e+04,13.06,1356.0,797.62,3003.80,1,q1_q17_dr25_tce,5640.00,4.236,1.2910,296.837250,48.239944,13.303
1385,5728139,K00206.01,Kepler-433 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.334082429,131.9817610,0.0450,6.22260,4.6765e+03,13.08,1495.0,1180.64,653.40,1,q1_q17_dr25_tce,6332.00,4.016,1.9050,297.593660,40.977268,14.463
239,7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.052349884,169.8906220,0.4370,2.07780,1.4281e+04,13.12,1497.0,1183.18,1072.10,1,q1_q17_dr25_tce,5855.00,4.393,1.0800,299.561890,43.503559,15.257
1523,7877496,K00202.01,Kepler-412 b,CONFIRMED,CANDIDATE,1.0000,0,1,0,0,1.720861290,133.0209998,0.7250,2.02430,1.0184e+04,13.25,1647.0,1743.61,1654.90,1,q1_q17_dr25_tce,5742.00,4.297,1.2150,286.110320,43.680962,14.309
1031,7950644,K00192.01,Kepler-427 b,CONFIRMED,CANDIDATE,0.9910,0,0,0,0,10.290994129,137.0220594,0.0490,4.28889,9.6557e+03,13.43,996.0,233.08,1245.70,1,q1_q17_dr25_tce,5803.00,4.134,1.3730,288.254580,43.704868,14.221
5825,4570949,K01658.01,Kepler-76 b,CONFIRMED,CANDIDATE,1.0000,0,1,0,0,1.544928892,133.5487914,0.9180,1.43586,5.8173e+03,13.43,1997.0,3765.46,1109.70,1,q1_q17_dr25_tce,6309.00,4.199,1.4120,294.192110,39.618999,13.308
2997,10418224,K00428.01,Kepler-40 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.873166400,172.5188260,0.0550,6.85690,3.7538e+03,13.44,1482.0,1140.56,535.50,1,q1_q17_dr25_tce,6490.00,3.942,2.1790,296.813690,47.526611,14.588
272,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.855603916,170.6787843,0.3480,3.21790,1.6653e+04,13.61,1212.0,508.65,1173.90,1,q1_q17_dr25_tce,6033.00,4.460,1.0460,296.393160,45.568562,15.272
5237,10555365,K03771.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,5.801847530,131.7734700,0.4780,3.95510,2.2143e+04,14.00,989.0,225.81,118.10,1,q1_q17_dr25_tce,5687.00,4.426,0.9210,298.771090,47.785412,16.605
7607,11495989,K07449.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.322475635,132.6677700,1.1980,5.30700,9.9730e+02,14.03,1097.0,342.59,53.90,1,q1_q17_dr24_tce,4668.00,4.700,0.5480,285.376710,49.461712,14.335
1133,10904857,K00194.01,Kepler-488 b,CONFIRMED,CANDIDATE,0.8020,0,1,0,0,3.120828136,139.4665940,0.7840,2.18780,1.6456e+04,14.16,1303.0,680.79,113.50,1,q1_q17_dr25_tce,6122.00,4.471,0.9960,282.966160,48.345070,14.804
